ticket_id,account_id,customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,submitted_at,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,customer_message,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,resolved_at,escalated_prior_to_resolution,resolution_hours,final_priority,sla_breached
TCK-202504080,ACC-92981,Mid-Market,West Midlands,phone,Workflow Automation,access_request,Critical,2025-11-29 12:46:00,Saturday,12,23.0,51973.98,5,0.572,Customer reports access request in Workflow Automation. They need help because a compliance deadline is near. blocked.,118,1,0,24.0,George,29,2.23,197,0,2025-11-29 13:04:00,0,0.3,Critical,0
TCK-202504081,ACC-70104,SMB,Yorkshire,web,Mobile App,bug,Medium,2026-01-18 21:28:00,Sunday,21,17.0,7099.47,6,0.776,Client asks for urgent support regarding bug; impact: several end users are affected.,85,0,0,17.0,Isla,13,4.26,103,1,2026-01-19 22:01:42,0,24.56,Medium,0
TCK-202504082,ACC-25024,SMB,Northern Ireland,email,Mobile App,bug,High,2026-02-02 04:13:00,Monday,4,33.0,10413.8,5,0.205,Ticket raised through support queue for Mobile App; customer notes bug and asks for next steps.,95,0,0,26.0,Amelia,33,7.16,226,0,2026-02-03 03:23:16,0,23.17,High,0
TCK-202504083,ACC-86274,Enterprise,London,web,Workflow Automation,how_to,Critical,2025-12-09 17:26:00,Tuesday,17,14.0,58217.13,1,-0.459,Account team escalated a customer case connected to Workflow Automation. Main issue: how to. critical.,102,1,0,27.0,Ava,35,7.72,1,0,2025-12-09 21:12:43,1,3.78,Critical,0
TCK-202504084,ACC-50360,Mid-Market,Scotland,phone,Workflow Automation,how_to,Critical,2025-09-03 07:36:00,Wednesday,7,34.0,19485.09,7,-0.612,Ticket raised through support queue for Workflow Automation; customer notes how to and asks for next steps.,107,0,0,44.0,Noah,25,9.91,136,0,2025-09-04 11:15:13,1,27.65,Critical,1
TCK-202504085,ACC-82574,Enterprise,West Midlands,phone,Account Access,access_request,Critical,2025-09-15 10:16:00,Monday,10,35.0,46986.4,0,-0.009,Client asks for urgent support regarding access request; impact: a senior stakeholder is waiting.,97,0,0,67.0,Oliver,27,6.85,228,0,2025-09-16 05:17:46,1,19.03,Critical,1
TCK-202504086,ACC-31526,Mid-Market,Northern Ireland,email,Reporting,data_quality,High,2026-02-22 02:16:00,Sunday,2,27.0,4945.47,5,-0.071,Ticket raised through support queue for Reporting; customer notes data quality and asks for next steps.,103,0,0,40.0,Harry,1,10.32,265,0,2026-02-23 04:30:18,1,26.24,Critical,1
TCK-202504087,ACC-21851,Mid-Market,Greater Manchester,web,Reporting,bug,High,2025-10-26 15:44:00,Sunday,15,16.0,12768.88,4,-0.638,The user cannot complete a workflow in Reporting. Error appears during bug.,75,0,0,37.0,George,8,0.35,165,0,2025-10-27 17:50:13,1,26.1,Critical,1
TCK-202504088,ACC-48912,Mid-Market,Northern Ireland,phone,Workflow Automation,integration_failure,Critical,2025-10-21 15:42:00,Tuesday,15,59.0,44501.52,3,-0.315,Client asks for urgent support regarding integration failure; impact: a senior stakeholder is waiting. immediately.,115,1,0,49.0,Mia,17,4.64,259,0,2025-10-22 10:54:45,1,19.21,Critical,1
TCK-202504089,ACC-22171,SMB,Scotland,chat,Account Access,billing_query,Medium,2025-11-08 21:23:00,Saturday,21,27.0,5457.22,3,0.278,Customer reports billing query in Account Access. They need help because monthly reporting is delayed. Customer mentions chargeback.,132,0,1,38.0,George,8,3.88,171,0,2025-11-10 02:00:55,0,28.63,Medium,0
TCK-202504090,ACC-15737,SMB,South West,web,Workflow Automation,billing_query,High,2025-12-13 20:00:00,Saturday,20,68.0,8484.79,3,-0.222,Customer reports billing query in Workflow Automation. They need help because a senior stakeholder is waiting.,110,0,0,2.0,Grace,27,22.37,3,0,2025-12-15 00:04:34,1,28.08,High,1
TCK-202504091,ACC-83932,Mid-Market,Yorkshire,partner portal,Workflow Automation,bug,Critical,2025-12-29 15:19:00,Monday,15,22.0,8592.24,3,-0.703,Customer reports bug in Workflow Automation. They need help because the issue affects only one user.,100,0,0,83.0,George,33,0.64,301,0,2025-12-31 02:41:37,1,35.38,Critical,1
TCK-202504092,ACC-85335,Mid-Market,Scotland,email,Payments,access_request,High,2025-11-05 04:05:00,Wednesday,4,27.0,2941.96,5,-0.721,The user cannot complete a workflow in Payments. Error appears during access request.,85,0,0,52.0,Grace,6,0.69,85,0,2025-11-05 18:47:57,1,14.72,High,0
TCK-202504093,ACC-50923,Enterprise,Northern Ireland,chat,Security,how_to,Critical,2025-12-06 02:45:00,Saturday,2,55.0,92339.04,9,0.191,Account team escalated a customer case connected to Security. Main issue: how to.,81,0,0,17.0,Amelia,27,2.93,124,0,2025-12-06 19:02:47,1,16.3,Critical,1
TCK-202504094,ACC-57637,Mid-Market,Yorkshire,email,Billing,bug,Critical,2025-10-29 05:54:00,Wednesday,5,24.0,35178.08,1,-0.689,Client asks for urgent support regarding bug; impact: monthly reporting is delayed.,83,0,0,41.0,Ava,1,20.36,190,1,2025-10-30 11:38:34,1,29.74,Critical,1
TCK-202504095,ACC-53106,SMB,Northern Ireland,web,Reporting,integration_failure,High,2025-11-08 22:35:00,Saturday,22,32.0,4794.32,3,0.347,Account team escalated a customer case connected to Reporting. Main issue: integration failure. deadline.,105,1,0,37.0,Ava,25,0.06,243,1,2025-11-09 19:02:19,1,20.46,High,0
TCK-202504096,ACC-95137,SMB,London,email,Reporting,integration_failure,Critical,2025-11-15 15:27:00,Saturday,15,32.0,6171.93,0,-0.452,The user cannot complete a workflow in Reporting. Error appears during integration failure. urgent.,99,1,0,51.0,Sophie,15,2.02,201,0,2025-11-17 02:44:01,1,35.28,Critical,1
TCK-202504097,ACC-35481,SMB,London,chat,Workflow Automation,service_outage,Critical,2025-09-18 05:14:00,Thursday,5,0.0,11908.77,0,-0.321,Client asks for urgent support regarding service outage; impact: the issue affects only one user. immediately.,110,1,0,37.0,Harry,37,1.0,213,0,2025-09-18 22:57:44,1,17.73,Critical,1
TCK-202504098,ACC-10487,Enterprise,Northern Ireland,phone,Security,refund_request,Critical,2025-12-15 09:12:00,Monday,9,26.0,32209.86,4,-1.0,Ticket raised through support queue for Security; customer notes refund request and asks for next steps.,104,0,0,58.0,Sophie,22,240.16,251,0,2025-12-20 15:42:38,1,126.51,Critical,1
TCK-202504099,ACC-58553,SMB,South West,phone,Reporting,data_quality,Medium,2026-02-13 23:16:00,Friday,23,16.0,4435.23,5,0.258,Ticket raised through support queue for Reporting; customer notes data quality and asks for next steps.,103,0,0,36.0,Oliver,12,0.3,96,0,2026-02-14 20:01:51,0,20.76,Medium,0
TCK-202504100,ACC-74759,SMB,Northern Ireland,email,Security,integration_failure,Medium,2025-12-19 02:19:00,Friday,2,50.0,11555.33,1,0.39,Customer reports integration failure in Security. They need help because monthly reporting is delayed. critical.,112,1,0,20.0,Harry,22,7.7,165,0,2025-12-20 13:31:20,0,35.21,Medium,0
TCK-202504101,ACC-17088,Enterprise,Yorkshire,phone,Workflow Automation,how_to,High,2025-10-24 16:20:00,Friday,16,30.0,26147.22,2,0.496,Account team escalated a customer case connected to Workflow Automation. Main issue: how to.,92,0,0,32.0,Harry,18,12.71,155,0,2025-10-25 18:28:02,1,26.13,High,1
TCK-202504102,ACC-37039,SMB,West Midlands,chat,Billing,integration_failure,High,2025-11-07 17:38:00,Friday,17,70.0,9365.08,0,0.403,Client asks for urgent support regarding integration failure; impact: a senior stakeholder is waiting. escalate.,112,1,0,29.0,Ava,36,4.55,259,1,2025-11-09 03:25:28,1,33.79,High,1
TCK-202504103,ACC-25832,Mid-Market,South West,web,Account Access,bug,High,2026-01-30 17:30:00,Friday,17,1.0,8545.62,5,0.073,Account team escalated a customer case connected to Account Access. Main issue: bug.,84,0,0,55.0,Oliver,25,19.07,194,0,2026-02-01 10:51:57,1,41.37,High,1
TCK-202504104,ACC-69026,Mid-Market,South West,web,Security,billing_query,High,2025-11-10 12:11:00,Monday,12,19.0,13837.88,7,0.255,The user cannot complete a workflow in Security. Error appears during billing query.,84,0,0,20.0,Ava,16,5.3,111,0,2025-11-11 19:38:04,1,31.45,Critical,1
TCK-202504105,ACC-39027,SMB,Yorkshire,chat,Payments,performance,High,2026-02-09 00:14:00,Monday,0,21.0,12605.29,0,0.824,Customer reports performance in Payments. They need help because the renewal review is due.,91,0,0,59.0,Grace,8,6.35,252,0,2026-02-09 18:11:05,0,17.95,High,0
TCK-202504106,ACC-52385,SMB,South West,chat,Payments,performance,High,2026-02-08 18:48:00,Sunday,18,35.0,3217.3,2,0.479,Client asks for urgent support regarding performance; impact: the issue affects only one user. deadline.,104,1,0,43.0,Isla,10,9.31,248,1,2026-02-10 01:48:45,1,31.01,High,1
TCK-202504107,ACC-35129,SMB,Northern Ireland,phone,Account Access,data_quality,Critical,2025-12-25 16:42:00,Thursday,16,45.0,21852.51,1,-0.082,Ticket raised through support queue for Account Access; customer notes data quality and asks for next steps. ASAP.,114,1,0,48.0,George,8,0.01,249,0,2025-12-26 08:44:17,1,16.04,Critical,1
TCK-202504108,ACC-37647,Mid-Market,London,email,Workflow Automation,integration_failure,Critical,2025-09-24 10:08:00,Wednesday,10,51.0,23025.62,2,-0.009,The user cannot complete a workflow in Workflow Automation. Error appears during integration failure. ASAP.,107,1,0,64.0,Isla,1,3.9,49,0,2025-09-26 04:07:36,1,41.99,Critical,1
TCK-202504109,ACC-56422,SMB,Northern Ireland,chat,Account Access,billing_query,Medium,2026-01-02 23:26:00,Friday,23,60.0,1585.81,0,-0.623,The user cannot complete a workflow in Account Access. Error appears during billing query.,90,0,0,40.0,Isla,16,8.5,280,0,2026-01-03 22:09:40,0,22.73,Medium,0
TCK-202504110,ACC-55584,Mid-Market,West Midlands,web,Data Export,bug,Medium,2025-11-13 02:25:00,Thursday,2,72.0,7875.21,0,0.276,Customer reports bug in Data Export. They need help because the issue affects only one user.,92,0,0,5.0,Oliver,6,6.04,249,0,2025-11-13 23:51:41,0,21.44,Medium,0
TCK-202504111,ACC-16489,Mid-Market,Northern Ireland,phone,Data Export,billing_query,High,2025-12-24 03:36:00,Wednesday,3,33.0,7296.97,0,0.369,Client asks for urgent support regarding billing query; impact: payment processing is blocked. Customer mentions credit.,120,0,1,59.0,Muhammad,21,15.96,65,0,2025-12-24 22:33:22,1,18.96,High,0
TCK-202504112,ACC-55170,Public Sector,London,partner portal,Mobile App,data_quality,Critical,2025-11-28 09:52:00,Friday,9,48.0,41608.2,2,-0.223,The user cannot complete a workflow in Mobile App. Error appears during data quality.,85,0,0,39.0,Muhammad,31,0.63,106,0,2025-11-30 02:47:21,1,40.92,Critical,1
TCK-202504113,ACC-38071,Mid-Market,London,phone,Mobile App,data_quality,High,2026-02-01 02:24:00,Sunday,2,36.0,24218.58,0,0.017,Ticket raised through support queue for Mobile App; customer notes data quality and asks for next steps.,104,0,0,26.0,Sophie,7,6.31,152,0,2026-02-02 14:16:03,1,35.87,Critical,1
TCK-202504114,ACC-29600,Enterprise,Yorkshire,web,Api Integration,access_request,Critical,2026-02-25 02:57:00,Wednesday,2,65.0,81651.86,1,0.112,Ticket raised through support queue for API Integration; customer notes access request and asks for next steps. urgent.,119,1,0,26.0,Muhammad,19,5.45,56,0,2026-02-26 03:56:18,1,24.99,Critical,1
TCK-202504115,ACC-37114,SMB,East Midlands,partner portal,Payments,access_request,High,2025-11-14 15:34:00,Friday,15,11.0,18788.87,6,-1.0,Customer reports access request in Payments. They need help because a compliance deadline is near.,98,0,0,20.0,Grace,35,8.07,112,0,2025-11-15 06:04:20,0,14.51,High,0
TCK-202504116,ACC-61603,SMB,South East,email,Payments,performance,High,2025-10-12 20:27:00,Sunday,20,21.0,24962.85,3,0.215,Client asks for urgent support regarding performance; impact: monthly reporting is delayed.,91,0,0,50.0,Isla,22,1.51,213,0,2025-10-13 22:56:23,1,26.49,High,1
TCK-202504117,ACC-46642,SMB,Wales,chat,Reporting,billing_query,High,2025-11-10 04:52:00,Monday,4,37.0,3096.78,2,-0.395,Ticket raised through support queue for Reporting; customer notes billing query and asks for next steps.,104,0,0,63.0,Oliver,22,0.55,180,0,2025-11-10 22:00:08,0,17.14,High,0
TCK-202504118,ACC-36072,SMB,East Midlands,web,Api Integration,billing_query,Medium,2025-12-18 03:05:00,Thursday,3,38.0,10910.03,0,0.302,The user cannot complete a workflow in API Integration. Error appears during billing query.,91,0,0,37.0,Amelia,19,11.89,188,0,2025-12-19 03:09:20,0,24.07,Medium,0
TCK-202504119,ACC-40782,SMB,Greater Manchester,partner portal,Api Integration,how_to,Medium,2025-12-25 00:46:00,Thursday,0,31.0,2317.1,2,-0.355,Client asks for urgent support regarding how to; impact: several end users are affected.,88,0,0,19.0,Amelia,1,6.93,74,0,2025-12-25 03:19:41,0,2.56,Medium,0
TCK-202504120,ACC-64744,SMB,Scotland,email,Payments,data_quality,Medium,2025-11-01 02:57:00,Saturday,2,47.0,4104.33,0,-0.852,Customer reports data quality in Payments. They need help because a senior stakeholder is waiting.,98,0,0,48.0,Grace,1,12.24,205,0,2025-11-02 15:47:10,0,36.84,Medium,0
TCK-202504121,ACC-80049,Mid-Market,South West,web,Reporting,bug,High,2026-01-16 00:26:00,Friday,0,29.0,37481.07,4,0.804,Account team escalated a customer case connected to Reporting. Main issue: bug.,79,0,0,0.0,Ava,35,8.46,1,0,2026-01-17 03:03:23,1,26.62,High,1
TCK-202504122,ACC-45182,Mid-Market,East Midlands,chat,Workflow Automation,integration_failure,Critical,2025-10-21 09:48:00,Tuesday,9,20.0,14027.73,5,-0.143,Account team escalated a customer case connected to Workflow Automation. Main issue: integration failure. immediately.,118,1,0,65.0,George,1,8.66,269,0,2025-10-23 00:36:17,1,38.8,Critical,1
TCK-202504123,ACC-36889,Public Sector,East Midlands,chat,Account Access,how_to,High,2025-12-05 11:27:00,Friday,11,34.0,51984.29,0,1.0,The user cannot complete a workflow in Account Access. Error appears during how to.,83,0,0,12.0,Mia,24,9.84,20,0,2025-12-06 12:58:18,1,25.52,High,1
TCK-202504124,ACC-99786,Mid-Market,West Midlands,email,Data Export,performance,Medium,2025-11-21 03:55:00,Friday,3,2.0,28218.6,0,0.699,Ticket raised through support queue for Data Export; customer notes performance and asks for next steps.,104,0,0,6.0,Amelia,30,3.38,63,0,2025-11-21 17:09:15,0,13.24,Medium,0
TCK-202504125,ACC-45749,SMB,South West,chat,Mobile App,how_to,High,2025-09-25 07:17:00,Thursday,7,31.0,14529.12,1,-0.231,Client asks for urgent support regarding how to; impact: a compliance deadline is near. immediately.,100,1,0,19.0,Grace,36,11.94,118,1,2025-09-25 12:28:43,0,5.2,High,0
TCK-202504126,ACC-83690,Mid-Market,West Midlands,phone,Data Export,service_outage,Critical,2025-12-29 20:43:00,Monday,20,11.0,28917.97,4,-0.755,Customer reports service outage in Data Export. They need help because monthly reporting is delayed. deadline.,110,1,0,32.0,George,1,1.59,278,0,2025-12-31 13:05:40,1,40.38,Critical,1
TCK-202504127,ACC-20408,Public Sector,Scotland,email,Billing,refund_request,Critical,2026-01-08 21:08:00,Thursday,21,28.0,54907.1,2,-0.208,Client asks for urgent support regarding refund request; impact: the renewal review is due.,91,0,0,11.0,Harry,31,0.24,11,0,2026-01-10 02:16:38,1,29.14,Critical,1
TCK-202504128,ACC-24021,Enterprise,Wales,email,Mobile App,bug,High,2026-02-13 03:20:00,Friday,3,33.0,29297.75,2,-0.12,The user cannot complete a workflow in Mobile App. Error appears during bug.,76,0,0,26.0,Muhammad,17,3.64,138,0,2026-02-14 00:38:36,1,21.31,High,1
TCK-202504129,ACC-88205,Mid-Market,South East,partner portal,Account Access,data_quality,Critical,2026-02-10 02:59:00,Tuesday,2,17.0,19995.77,1,-0.274,Ticket raised through support queue for Account Access; customer notes data quality and asks for next steps. critical.,118,1,0,28.0,Sophie,1,21.65,222,1,2026-02-11 08:50:12,1,29.85,Critical,1
TCK-202504130,ACC-52655,SMB,Northern Ireland,email,Account Access,billing_query,High,2025-10-22 18:27:00,Wednesday,18,67.0,4343.69,3,-0.401,Ticket raised through support queue for Account Access; customer notes billing query and asks for next steps.,109,0,0,55.0,Ava,16,11.83,230,0,2025-10-23 21:56:37,1,27.49,High,1
TCK-202504131,ACC-94151,Mid-Market,Yorkshire,phone,Mobile App,how_to,High,2026-01-08 12:53:00,Thursday,12,1.0,24868.46,1,-0.073,Ticket raised through support queue for Mobile App; customer notes how to and asks for next steps.,98,0,0,34.0,Grace,1,9.56,201,0,2026-01-09 14:34:27,1,25.69,High,1
TCK-202504132,ACC-56048,SMB,Yorkshire,web,Security,billing_query,Critical,2026-01-11 10:46:00,Sunday,10,16.0,19147.76,2,-0.033,Customer reports billing query in Security. They need help because monthly reporting is delayed. Customer mentions chargeback.,126,0,1,48.0,Leo,7,22.04,312,0,2026-01-12 16:02:29,1,29.27,Critical,1
TCK-202504133,ACC-15199,SMB,Wales,email,Security,access_request,Low,2025-09-24 22:48:00,Wednesday,22,21.0,6782.29,0,0.239,Account team escalated a customer case connected to Security. Main issue: access request.,89,0,0,14.0,Oliver,17,4.18,1,0,2025-09-25 17:12:23,0,18.41,Low,0
TCK-202504134,ACC-23955,SMB,Northern Ireland,web,Payments,data_quality,Medium,2026-02-06 01:03:00,Friday,1,59.0,20541.21,1,-0.084,Account team escalated a customer case connected to Payments. Main issue: data quality.,87,0,0,6.0,Amelia,30,0.98,73,0,2026-02-06 11:46:19,0,10.72,Medium,0
TCK-202504135,ACC-27444,SMB,South West,phone,Workflow Automation,access_request,High,2025-10-14 10:22:00,Tuesday,10,53.0,24051.69,5,0.562,The user cannot complete a workflow in Workflow Automation. Error appears during access request.,96,0,0,47.0,Sophie,1,1.37,157,1,2025-10-15 16:36:47,1,30.25,Critical,1
TCK-202504136,ACC-74063,SMB,Wales,chat,Billing,service_outage,Critical,2025-10-02 08:32:00,Thursday,8,29.0,15856.5,3,-0.009,Account team escalated a customer case connected to Billing. Main issue: service outage. immediately.,101,1,0,25.0,George,47,10.54,77,0,2025-10-03 09:32:47,1,25.01,Critical,1
TCK-202504137,ACC-10159,SMB,South East,phone,Billing,billing_query,Critical,2025-10-04 19:14:00,Saturday,19,59.0,69918.25,5,0.532,Account team escalated a customer case connected to Payments. Main issue: billing query.,88,0,0,21.0,Oliver,21,29.52,42,0,2025-10-05 23:07:35,1,27.89,Critical,1
TCK-202504138,ACC-78062,Mid-Market,East Midlands,email,Workflow Automation,service_outage,Critical,2025-10-27 17:36:00,Monday,17,46.0,16876.07,1,-0.476,Account team escalated a customer case connected to Workflow Automation. Main issue: service outage. critical.,110,1,0,29.0,Ava,1,3.24,137,1,2025-10-28 16:25:28,1,22.82,Critical,1
TCK-202504139,ACC-57021,Mid-Market,South East,email,Billing,performance,Critical,2025-11-30 06:25:00,Sunday,6,0.0,25247.78,8,-0.009,Customer reports performance in Billing. They need help because the customer is threatening cancellation.,105,0,0,43.0,Harry,7,36.98,209,0,2025-12-02 17:00:49,1,58.6,Critical,1
TCK-202504140,ACC-59824,Mid-Market,South East,chat,Billing,how_to,Medium,,Tuesday,2,0.0,2273.46,6,0.463,Ticket raised through support queue for Billing; customer notes how to and asks for next steps.,95,0,0,38.0,Leo,2,2.39,172,0,2025-09-23 15:03:55,0,12.75,Medium,0
TCK-202504141,ACC-33516,SMB,Wales,email,Data Export,billing_query,Critical,2026-02-25 14:09:00,Wednesday,14,23.0,17247.08,1,-0.538,Ticket raised through support queue for Data Export; customer notes billing query and asks for next steps. immediately. Customer mentions refund.,145,1,1,53.0,Leo,18,4.27,220,1,2026-02-26 17:19:00,1,27.17,Critical,1
TCK-202504142,ACC-58032,SMB,London,web,Security,access_request,High,2025-11-18 17:37:00,Tuesday,17,0.0,39459.03,0,0.183,Customer reports access request in Security. They need help because the issue affects only one user. urgent.,108,1,0,20.0,Isla,32,2.96,201,0,2025-11-18 17:55:00,0,0.3,High,0
TCK-202504143,ACC-11303,Enterprise,Scotland,email,Data Export,performance,Critical,2025-12-02 18:50:00,Tuesday,18,35.0,83386.85,7,-0.067,Account team escalated a customer case connected to Data Export. Main issue: performance. escalate.,99,1,0,15.0,Mia,13,16.07,47,1,2025-12-04 09:36:38,1,38.78,Critical,1
TCK-202504144,ACC-10646,Public Sector,South East,web,Mobile App,integration_failure,Critical,2025-12-08 18:20:00,Monday,18,34.0,46605.09,4,-1.0,Ticket raised through support queue for Mobile App; customer notes integration failure and asks for next steps. blocked.,120,1,0,60.0,Amelia,27,12.51,219,0,2025-12-11 04:51:54,1,58.53,Critical,1
TCK-202504145,ACC-43139,Enterprise,Greater Manchester,web,Billing,billing_query,Medium,2025-11-17 20:43:00,Monday,20,39.0,35346.02,0,0.831,The user cannot complete a workflow in Billing. Error appears during billing query.,83,0,0,0.0,Muhammad,34,4.07,129,0,2025-11-18 19:01:59,0,22.32,Medium,0
TCK-202504146,ACC-68413,SMB,Northern Ireland,email,Account Access,performance,Critical,2026-01-23 09:44:00,Friday,9,1.0,2041.39,4,-0.597,The user cannot complete a workflow in Account Access. Error appears during performance.,88,0,0,78.0,Leo,33,3.26,344,0,2026-01-25 07:10:13,1,45.44,Critical,1
TCK-202504147,ACC-42713,Enterprise,Greater Manchester,web,Api Integration,billing_query,Critical,2026-02-11 08:57:00,Wednesday,8,36.0,76503.55,1,-1.0,Customer reports billing query in API Integration. They need help because the issue affects only one user. Customer mentions refund.,132,0,1,0.0,Leo,28,8.11,1,0,2026-02-12 15:14:25,1,30.29,Critical,1
TCK-202504148,ACC-98213,Mid-Market,West Midlands,email,Billing,refund_request,Critical,2025-10-06 18:56:00,Monday,18,12.0,21640.26,6,-0.594,Account team escalated a customer case connected to Billing. Main issue: refund request.,88,0,0,22.0,Harry,43,14.58,93,0,2025-10-07 13:24:15,1,18.47,Critical,1
TCK-202504149,ACC-48934,Enterprise,Scotland,email,Billing,integration_failure,Critical,2025-12-26 14:42:00,Friday,14,40.0,64638.51,0,0.123,Client asks for urgent support regarding integration failure; impact: monthly reporting is delayed. urgent.,107,1,0,39.0,Harry,34,3.58,21,0,2025-12-28 05:20:54,1,38.65,Critical,1
TCK-202504150,ACC-54045,Mid-Market,Greater Manchester,email,Payments,data_quality,High,2026-01-15 07:02:00,Thursday,7,21.0,5127.18,1,-0.235,Customer reports data quality in Payments. They need help because an integration partner is blocked.,100,0,0,13.0,Mia,13,23.06,138,0,2026-01-16 06:53:10,1,23.85,High,0
TCK-202504151,ACC-37640,Mid-Market,West Midlands,web,Workflow Automation,billing_query,High,2025-12-02 04:39:00,Tuesday,4,48.0,4901.33,1,-0.113,The user cannot complete a workflow in Workflow Automation. Error appears during billing query. Customer mentions refund.,121,0,1,28.0,Sophie,14,22.79,35,0,2025-12-03 15:07:42,1,34.48,Critical,1
TCK-202504152,ACC-68714,Mid-Market,Greater Manchester,email,Reporting,refund_request,Critical,2025-09-11 18:51:00,Thursday,18,22.0,40007.37,0,-0.184,Ticket raised through support queue for Reporting; customer notes refund request and asks for next steps. Customer mentions invoice correction.,143,0,1,35.0,Noah,1,2.3,53,0,2025-09-13 02:02:21,1,31.19,Critical,1
TCK-202504153,ACC-23436,Public Sector,West Midlands,email,Account Access,refund_request,Critical,2025-10-28 16:48:00,Tuesday,16,15.0,16769.31,6,-1.0,The user cannot complete a workflow in Account Access. Error appears during refund request.,91,0,0,59.0,Sophie,14,11.59,273,1,2025-10-30 00:11:38,1,31.39,Critical,1
TCK-202504154,ACC-33519,SMB,Scotland,chat,Billing,access_request,Low,2025-10-09 18:10:00,Thursday,18,28.0,11696.64,0,0.144,Customer reports access request in Billing. They need help because the renewal review is due.,93,0,0,9.0,Mia,43,0.1,55,0,2025-10-10 07:11:04,0,13.02,Low,0
TCK-202504155,ACC-72516,SMB,South West,email,Billing,how_to,High,2026-01-05 21:45:00,Monday,21,35.0,35336.19,1,-0.294,Customer reports how to in Billing. They need help because the customer is threatening cancellation.,100,0,0,35.0,George,42,4.01,53,0,2026-01-06 09:56:54,0,12.2,High,0
TCK-202504156,ACC-50221,SMB,Yorkshire,phone,Data Export,billing_query,High,2025-11-27 06:08:00,Thursday,6,0.0,28619.4,3,-0.487,Ticket raised through support queue for Data Export; customer notes billing query and asks for next steps. Customer mentions chargeback.,136,0,1,32.0,Sophie,39,14.02,68,0,2025-11-28 02:02:10,1,19.9,High,0
TCK-202504157,ACC-98084,Mid-Market,Greater Manchester,phone,Api Integration,performance,Medium,2025-10-21 11:07:00,Tuesday,11,14.0,2359.99,2,0.288,Customer reports performance in API Integration. They need help because several end users are affected.,103,0,0,41.0,Leo,27,1.66,126,0,2025-10-22 10:34:02,0,23.45,Medium,0
TCK-202504158,ACC-15740,SMB,Greater Manchester,phone,Reporting,billing_query,Medium,2026-01-07 14:53:00,Wednesday,14,42.0,12124.58,3,0.308,Client asks for urgent support regarding billing query; impact: an integration partner is blocked. Customer mentions chargeback.,128,0,1,28.0,Grace,42,1.16,1,0,2026-01-08 00:50:04,0,9.95,Medium,0
TCK-202504159,ACC-61871,Enterprise,West Midlands,email,Account Access,bug,Critical,2025-09-05 06:25:00,Friday,6,33.0,25351.8,6,-0.228,Customer reports bug in Account Access. They need help because the issue affects only one user.,95,0,0,36.0,Noah,12,4.0,120,0,2025-09-06 13:47:12,1,31.37,Critical,1
TCK-202504160,ACC-54819,Mid-Market,South West,chat,Reporting,service_outage,Critical,2026-02-10 09:26:00,Tuesday,9,24.0,18953.68,3,-0.185,Ticket raised through support queue for Reporting; customer notes service outage and asks for next steps. escalate.,115,1,0,72.0,Muhammad,9,2.76,322,0,2026-02-11 17:03:15,1,31.62,Critical,1
TCK-202504161,ACC-66128,Mid-Market,Northern Ireland,web,Reporting,bug,High,2026-02-23 10:21:00,Monday,10,55.0,7503.8,0,-0.147,Client asks for urgent support regarding bug; impact: the issue affects only one user.,86,0,0,38.0,Isla,15,12.62,163,0,2026-02-24 14:18:29,1,27.96,High,1
TCK-202504162,ACC-23159,SMB,Northern Ireland,web,Data Export,billing_query,Medium,2025-10-15 00:19:00,Wednesday,0,0.0,16051.81,0,-0.18,Account team escalated a customer case connected to Data Export. Main issue: billing query.,91,0,0,39.0,Muhammad,12,0.33,50,0,2025-10-15 17:25:50,0,17.11,Medium,0
TCK-202504163,ACC-33246,SMB,Wales,email,Mobile App,billing_query,High,2025-09-28 12:40:00,Sunday,12,6.0,10445.67,7,-0.416,Ticket raised through support queue for Mobile App; customer notes billing query and asks for next steps.,105,0,0,44.0,Grace,31,0.23,360,1,2025-09-28 21:20:07,0,8.67,High,0
TCK-202504164,ACC-98284,SMB,South East,chat,Account Access,performance,Medium,2025-10-05 08:51:00,Sunday,8,35.0,4223.71,1,0.026,Client asks for urgent support regarding performance; impact: the renewal review is due.,88,0,0,16.0,Oliver,1,4.42,105,0,2025-10-06 09:02:17,0,24.19,Medium,0
TCK-202504165,ACC-76582,SMB,Northern Ireland,phone,Account Access,integration_failure,High,2026-02-16 11:58:00,Monday,11,26.0,2449.46,0,-0.096,Client asks for urgent support regarding integration failure; impact: a senior stakeholder is waiting. immediately.,115,1,0,25.0,Amelia,24,0.81,189,0,2026-02-16 19:52:01,0,7.9,High,0
TCK-202504166,ACC-58234,Enterprise,Scotland,web,Security,service_outage,Critical,2025-11-19 08:33:00,Wednesday,8,17.0,26959.71,0,0.039,Customer reports service outage in Security. They need help because a senior stakeholder is waiting. blocked.,109,1,0,29.0,Harry,21,4.39,108,0,2025-11-20 05:33:29,1,21.01,Critical,1
